what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421877743230
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421877751127
started,bundle,org.eclipse.wst.common.project.facet.ui,1.4.100.v201005190114,"org.eclipse.wst.common.project.facet.ui",1421877756474
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1421877756476
started,bundle,org.eclipse.emf.common,2.6.0.v20100614-1136,"org.eclipse.emf.common",1421877756486
started,bundle,org.eclipse.emf.ecore,2.6.0.v20100614-1136,"org.eclipse.emf.ecore",1421877756499
started,bundle,org.eclipse.wst.common.emf,1.2.0.v201005200700,"org.eclipse.wst.common.emf",1421877756505
started,bundle,org.eclipse.jem.util,2.1.0.v201005130500,"org.eclipse.jem.util",1421877756514
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1421877756519
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.0.v201004110600,"org.eclipse.wst.common.emfworkbench.integration",1421877756522
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.100.v201005190114,"org.eclipse.wst.common.project.facet.core",1421877756523
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1421877756562
started,bundle,org.eclipse.wst.common.modulecore,1.2.0.v201005200200,"org.eclipse.wst.common.modulecore",1421877756566
started,bundle,org.eclipse.wst.web.ui,1.1.400.v201004141630,"org.eclipse.wst.web.ui",1421877756566
started,bundle,org.eclipse.wst.server.core,1.1.202.v20100518,"org.eclipse.wst.server.core",1421877756611
started,bundle,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.ui",1421877756634
started,bundle,org.eclipse.wst.web,1.1.400.v201005270700,"org.eclipse.wst.web",1421877756648
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1421877756670
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1421877766037
started,bundle,org.eclipse.wst.xml.core,1.1.500.v201005271618,"org.eclipse.wst.xml.core",1421877766116
started,bundle,org.eclipse.wst.dtd.core,1.1.400.v201004290328,"org.eclipse.wst.dtd.core",1421877766118
started,bundle,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui",1421877766123
started,bundle,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.ui",1421877766126
started,bundle,org.eclipse.wst.sse.core,1.1.500.v201006020308,"org.eclipse.wst.sse.core",1421877766136
started,bundle,org.eclipse.wst.xsd.core,1.1.501.v201004110600,"org.eclipse.wst.xsd.core",1421877766141
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1421877766152
activated,perspective,org.eclipse.wst.web.ui,1.1.400.v201004141630,"org.eclipse.wst.web.ui.webDevPerspective",1421877768282
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421877768323
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1421877773368
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421877779102
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421877790436
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.newWizard",1421877790495
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1421877790999
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1421877791119
opened,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1421877791221
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.0.v201005250108,"org.eclipse.wst.jsdt.debug.ui",1421877791328
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1421877791405
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1421877791465
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1421877791564
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1421877791812
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1421877821545
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1421877849868
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1421877852095
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1421877856295
started,bundle,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui",1421877859568
started,bundle,org.eclipse.wst.html.core,1.1.400.v201005261534,"org.eclipse.wst.html.core",1421877859598
started,bundle,org.eclipse.wst.css.core,1.1.400.v201005261534,"org.eclipse.wst.css.core",1421877859663
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1421877859666
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.300.v201006030742,"org.eclipse.wst.jsdt.web.ui",1421877859699
started,bundle,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.ui",1421877859714
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1421877859729
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.300.v201004150625,"org.eclipse.wst.jsdt.web.core",1421877859745
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421877860009
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421877873612
opened,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421877873843
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421877873950
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1421877886237
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1421877886324
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1421878043521
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1421878049567
started,bundle,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser",1421878053857
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421878053967
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421878053989
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421878057363
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421878057363
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1421878059007
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421878062981
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421878063006
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1421878088152
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1421878098570
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421878100087
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421878114411
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421878116682
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421878278657
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1421878282452
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421878284182
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421878308489
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421878327671
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421878358627
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421878493358
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1421878500739
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1421878503799
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1421878506301
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421878509765
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421878512563
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421878512563
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421878516188
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421878525995
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1421878548549
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421878639602
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421878639623
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421878659397
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421878659397
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421878701905
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421878738326
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421878740618
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421878742496
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421878743742
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421878744685
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421878747000
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421878749081
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421878750345
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421878752032
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1421878763102
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1421878765430
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1421878774792
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1421878776507
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421878778731
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421878778754
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421878781297
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421878781297
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421878784678
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421878789318
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421878792430
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421878798925
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421878953747
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421878980542
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421878981898
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879041747
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879043399
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879045109
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879045747
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879046763
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879052995
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879060834
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879064319
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879066146
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879069447
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879070993
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879073473
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879074611
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879076880
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879078042
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879079619
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879081898
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879083614
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879084694
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879088288
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879090568
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879094353
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879109716
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879116766
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879121266
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879134044
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879135303
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879146579
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879151493
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1421879154425
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421879156439
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421879156463
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421879158318
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421879158318
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1421879160930
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421879164094
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421879164122
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421879167195
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421879167195
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879189655
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879191816
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879192984
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879194309
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879195441
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879197159
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879198416
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879200707
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879202194
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879234268
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879244687
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879256035
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879285862
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879298152
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1421879303132
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879305682
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1421879310845
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1421879312770
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1421879316142
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1421879320084
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421879322221
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421879322244
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421879334644
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421879334644
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1421879431664
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1421879433538
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421879435748
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421879435772
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421879437710
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421879437710
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1421879531717
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1421879560756
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1421879573406
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421879576792
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421879576814
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1421879579396
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1421879579396
